Form,Area,Fluid_AGAS,Fluid_GAS,Fluid_MGAS,Fluid_MOG,Fluid_MOIL,Fluid_OIL,Fluid_UND,Fluid_WATR,production_time,Year,Average Production Days,Ground Elev.,Proj. Depth
2700,5850,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4075,1998,0.239344262,846,1210
4800,4900,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1713,1998,0.661680349,872.3,2400
4800,4900,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1713,1998,0.661680349,872.3,2400
4100,8260,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9456,1998,0.899016393,694.2,2343
4100,8260,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9486,1998,0.844262295,745.9,1998
2600,7250,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9486,1998,0.844262295,745.9,1998
4100,7250,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3280,1998,0.661680349,833,1217
4100,7250,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9861,1998,0.783934426,793.6,1214
4520,7600,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9774,1997,0.912786885,660.9,1185
4800,3425,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6132,1997,0.661680349,638.1,1850
4100,3425,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6132,1997,0.661680349,638.1,1850
2700,3425,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6132,1997,0.661680349,638.1,1850
4150,5000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8906,1998,0.904918033,1011.3,2330
4150,5000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8906,1998,0.904918033,1011.3,2330
4150,5000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8906,1998,0.904918033,1011.3,2330
4150,5000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8906,1998,0.904918033,1011.3,2330
4990,5160,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3344,2004,0.960983607,522,760
4990,5160,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5463,1998,0.904262295,512.1,760
2700,3460,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4855,1998,0.518032787,898.4,1280
2700,3460,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4855,1998,0.518032787,898.4,1280
4800,8150,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7699,1998,0.617704918,721.8,1125
2700,3240,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7699,1998,0.617704918,721.8,1125
4900,4400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9744,1998,0.661680349,858.6,1805
4800,4400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9744,1998,0.661680349,858.6,1805
4500,4400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9744,1998,0.661680349,858.6,1805
2900,4400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9744,1998,0.661680349,858.6,1805
4800,400,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8432,1998,0.905901639,772.7,1160
4800,7440,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5546,1998,0.776721311,706.3,1025
4800,7440,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5546,1998,0.776721311,706.3,1025
2600,7440,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5546,1998,0.776721311,706.3,1025
2600,7440,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5546,1998,0.776721311,706.3,1025
4900,8100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1669,1998,0.083606557,865.5,2137
7400,9000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3632,1998,0.661680349,483.1,613
7400,1300,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3642,1998,0.54557377,482.7,617
4800,9000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9220,1997,0.661680349,923.3,1380
4100,1350,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8755,1998,0.582622951,935.2,1750
4100,1350,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8755,1998,0.582622951,935.2,1750
4100,1350,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8755,1998,0.582622951,935.2,1750
4100,1350,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8755,1998,0.582622951,935.2,1750
4100,1350,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8755,1998,0.582622951,935.2,1750
4100,1350,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8755,1998,0.582622951,935.2,1750
2700,3460,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6745,2000,0.911803279,896.5,1280
4900,8150,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8803,1998,0.929180328,739.1,1164
4800,8150,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8803,1998,0.929180328,739.1,1164
4800,7600,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1100,1998,0.650163934,676,1350
4800,8150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1094,1998,0.661680349,842.3,1220
2630,8240,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8451,1998,0.93704918,868.7,1110
2630,8240,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5831,1998,0.547868852,880.8,1115
4800,8150,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6994,2003,0.934754098,739.9,1170
4900,7400,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7493,1998,0.729180328,695.1,2800
4900,7400,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7493,1998,0.729180328,695.1,2800
4800,7400,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7493,1998,0.729180328,695.1,2800
4800,7400,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7493,1998,0.729180328,695.1,2800
4700,7400,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7493,1998,0.729180328,695.1,2800
4700,7400,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7493,1998,0.729180328,695.1,2800
8200,4700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4760,1998,0.661680349,641.3,2400
2200,6430,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7217,1998,0.661680349,954.9,3750
2200,6430,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7217,1998,0.661680349,954.9,3750
5000,6430,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7217,1998,0.661680349,954.9,3750
5000,6430,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7217,1998,0.661680349,954.9,3750
4520,7600,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6441,1998,0.769836066,692.3,1230
4520,7600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5443,1997,0.803606557,670.2,1210
2700,3460,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6423,1998,0.661680349,881.9,1246
4040,3426,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5149,1998,0.661680349,742.3,1085
2700,3426,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5149,1998,0.661680349,742.3,1085
8200,4470,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4764,1998,0.783606557,528,2814
4100,4370,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6544,1998,0.661680349,1059.8,1397
4900,7600,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1641,1998,0.775081967,726.4,1280
4800,7600,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1641,1998,0.775081967,726.4,1280
7700,1300,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3653,1998,0.48852459,447.5,729
7400,1300,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3653,1998,0.48852459,447.5,729
7400,9000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3621,1998,0.661680349,447.8,698
7700,9000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3621,1998,0.661680349,447.8,698
2550,9000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3621,1998,0.661680349,447.8,698
4100,9000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3729,1998,0.661680349,1298.8,2500
4100,9000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3729,1998,0.661680349,1298.8,2500
4150,5000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8655,1998,0.661680349,1041.2,1900
4610,3380,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6567,1998,0.661680349,888.7,1201
4520,7600,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9804,1998,0.961311475,655.9,1185
7400,4700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3610,1998,0.768852459,600.6,2375
7400,4700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3610,1998,0.768852459,600.6,2375
7400,4700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3610,1998,0.768852459,600.6,2375
8200,4700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3610,1998,0.768852459,600.6,2375
8200,4700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3610,1998,0.768852459,600.6,2375
8200,4700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3610,1998,0.768852459,600.6,2375
2900,7600,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9159,1998,0.953442623,707.3,1125
2600,2400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9159,1998,0.953442623,707.3,1125
2640,2985,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7311,2001,0.979016393,826.7,1037
7250,380,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8344,1998,0.897704918,852.4,2105
6200,380,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8344,1998,0.897704918,852.4,2105
4800,380,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8344,1998,0.897704918,852.4,2105
4800,7600,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7870,1998,0.860327869,697,1900
2600,7600,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7870,1998,0.860327869,697,1900
2900,7600,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7870,1998,0.860327869,697,1900
4100,7340,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9479,1999,0.820655738,759,2600
4610,8900,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8386,1998,0.908852459,899.9,2620
4610,8900,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4343,1998,0.661680349,903.3,1335
2700,8900,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4343,1998,0.661680349,903.3,1335
4800,6230,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8305,1998,0.898032787,689.7,1397
2805,5852,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8771,1998,0.661680349,548.1,1675
4900,8100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8511,1998,0.458688525,819.5,2800
2600,5560,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2916,1998,0.661680349,735.9,1045
2700,5560,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2916,1998,0.661680349,735.9,1045
4800,5560,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2916,1998,0.661680349,735.9,1045
2200,6430,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8723,1998,0.661680349,896.3,2179
4900,8100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8655,1998,0.670163934,785.9,2800
2700,8900,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7656,1998,0.779016393,900.6,1275
2600,8900,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7656,1998,0.779016393,900.6,1275
4800,7780,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8037,1998,0.661680349,811.6,1225
2600,7780,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8037,1998,0.661680349,811.6,1225
4610,8900,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7668,1998,0.848196721,807.9,1105
4800,7440,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4735,1998,0.661680349,724.2,1030
2600,7440,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4735,1998,0.661680349,724.2,1030
2700,7440,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4735,1998,0.661680349,724.2,1030
4580,8000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8648,1998,0.661680349,726.2,1410
4100,5850,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9832,1998,0.903606557,804.2,1284
2805,5852,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8065,1999,0.661680349,467.1,1775
8400,3200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4336,1998,0.661680349,406.4,1926
6250,3440,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2815,1999,0.846229508,703.2,1930
8450,9000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8484,1998,0.661680349,822.9,3800
8400,9000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8484,1998,0.661680349,822.9,3800
7700,9000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8484,1998,0.661680349,822.9,3800
7400,9000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8484,1998,0.661680349,822.9,3800
7390,9000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8484,1998,0.661680349,822.9,3800
4800,8100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8484,1998,0.661680349,822.9,3800
2650,1300,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2945,1998,0.661680349,472,576
7400,9000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1799,1998,0.661680349,476.6,599
50,4700,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1092,2008,0.540983607,697,2070
50,4700,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1092,2008,0.540983607,697,2070
2900,2400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8629,1998,0.92557377,699.9,1133
2600,2400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8629,1998,0.92557377,699.9,1133
2700,2400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8629,1998,0.92557377,699.9,1133
2400,2400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8629,1998,0.92557377,699.9,1133
2900,2400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8582,1998,0.855737705,676.9,1098
2400,2400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8582,1998,0.855737705,676.9,1098
4800,7400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7012,1998,0.632131148,684.6,1625
4540,7400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7012,1998,0.632131148,684.6,1625
2900,7600,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9143,1998,0.913442623,665.4,1080
2600,2400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9143,1998,0.913442623,665.4,1080
4800,7600,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8469,1998,0.87442623,700.9,1448
2400,6000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9118,1998,0.93147541,782.6,1180
4800,7000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5858,1998,0.661680349,697.4,1230
6250,3440,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9008,2000,0.886885246,716.3,1955
4580,2960,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9008,2000,0.886885246,716.3,1955
6250,3440,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8765,1999,0.944590164,653.9,1864
6250,3440,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8814,1999,0.906557377,651.9,2000
6250,3440,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8814,1999,0.906557377,651.9,2000
6250,3440,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9585,1998,0.893114754,651.7,1858
4580,3440,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9585,1998,0.893114754,651.7,1858
6250,3440,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8833,1999,0.661680349,651.9,1902
6250,3440,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8833,1999,0.661680349,651.9,1902
6250,3440,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8790,1999,0.863606557,466.9,1856
4580,3440,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8790,1999,0.863606557,466.9,1856
2600,6410,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8785,2000,0.945901639,878.6,1240
2600,6410,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9513,1998,0.950491803,820,1250
4510,7600,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7744,1998,0.712131148,699.7,1291
2900,7600,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7744,1998,0.712131148,699.7,1291
2805,9000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3653,1998,0.661680349,424.9,1330
2805,9000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3622,1998,0.661680349,446.4,1360
2640,2985,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8384,1998,0.976393443,807.2,1030
4995,2985,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8384,1998,0.976393443,807.2,1030
2400,3430,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8384,1998,0.976393443,807.2,1030
4995,2985,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9499,1998,0.973770492,766.4,1000
2640,2985,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9499,1998,0.973770492,766.4,1000
7250,3425,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5884,1998,0.661680349,635,3320
4800,3425,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5884,1998,0.661680349,635,3320
4100,3425,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5884,1998,0.661680349,635,3320
4900,2700,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6627,2001,0.661680349,786.3,1511
2900,2700,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6627,2001,0.661680349,786.3,1511
8400,4700,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3370,1999,0.661680349,582.8,1908
8200,4700,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3370,1999,0.661680349,582.8,1908
4800,7600,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8356,1998,0.884918033,697.2,1295
4582,7410,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8488,1998,0.852459016,779.8,1700
4100,7410,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8488,1998,0.852459016,779.8,1700
4800,7600,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8346,1998,0.927540984,680.6,1308
2700,3460,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7662,1998,0.928852459,897.8,1280
5000,3340,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8432,1998,0.661680349,837.6,3200
5000,3340,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8432,1998,0.661680349,837.6,3200
2640,2985,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8078,1999,0.966557377,819.4,1483
4520,6460,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8564,1998,0.661680349,665.2,1230
1500,6460,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6072,1997,0.882622951,667.7,161
4520,7600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9633,1998,0.34852459,654.5,2325
4520,7600,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6809,1998,0.933442623,651.7,1332
2900,2400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7641,1998,0.74557377,709.6,1160
4520,7600,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9059,1998,0.949508197,696.3,1230
2600,2400,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9059,1998,0.949508197,696.3,1230
4900,4900,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9347,1998,0.560983607,875.5,2400
7100,740,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8897,1998,0.385245902,625.7,1900
4800,5200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8888,1998,0.56295082,768.2,2068
4100,5200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8888,1998,0.56295082,768.2,2068
4900,8100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8891,1998,0.574754098,749.2,1946
4900,8100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8891,1998,0.574754098,749.2,1946
4520,7600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9702,1998,0.486229508,678,1625
4520,7600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5212,1998,0.661680349,659.3,1190
2800,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8437,1998,0.912131148,723.8,2220
2800,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8437,1998,0.912131148,723.8,2220
2800,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8437,1998,0.912131148,723.8,2220
2600,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8437,1998,0.912131148,723.8,2220
2600,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8437,1998,0.912131148,723.8,2220
2600,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8437,1998,0.912131148,723.8,2220
4100,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8437,1998,0.912131148,723.8,2220
4100,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8437,1998,0.912131148,723.8,2220
4100,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8437,1998,0.912131148,723.8,2220
4100,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8437,1998,0.912131148,723.8,2220
4100,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8437,1998,0.912131148,723.8,2220
4100,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8437,1998,0.912131148,723.8,2220
6200,3560,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9051,1998,0.661680349,723.9,1880
5000,3560,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9051,1998,0.661680349,723.9,1880
4520,7600,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9406,1998,0.883278689,655.3,1190
4800,7400,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7357,1998,0.546885246,656.6,1650
4540,7400,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7357,1998,0.546885246,656.6,1650
4900,7400,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7357,1998,0.546885246,656.6,1650
4700,7400,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7357,1998,0.546885246,656.6,1650
4100,7400,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7357,1998,0.546885246,656.6,1650
